trace_id,seed,pattern_label,baseline_integrated_lufs,constrained_integrated_lufs,delta_integrated_lufs,baseline_lra_lu,constrained_lra_lu,delta_lra_lu,baseline_onset_density_eps,constrained_onset_density_eps,delta_onset_density_eps,tempo_clamped,gain_clamped,accent_clamped,tempo_delta,gain_delta,accent_delta
batch_exploratory_0093,0,exploratory,-13.73191101765749,-14.201534253802745,-0.4696232361452548,3.420102517749932,0.8565225056706911,-2.5635800120792407,1.3,1.3,0.0,1,0,1,-1,0.0,-0.524284806102976
batch_exploratory_0094,0,exploratory,-18.800342410486024,-18.955562000661278,-0.15521959017525333,2.355892783327686,0.7166065235066661,-1.63928625982102,1.0333333333333334,1.2833333333333334,0.25,1,1,1,24,0.45834763130638834,-0.44509166173862125
batch_exploratory_0095,0,exploratory,-13.169096422702719,-13.768630431025516,-0.5995340083227969,3.6315208445095415,0.85652250715383,-2.7749983373557114,1.45,1.3,-0.1499999999999999,1,1,1,-14,-0.44324002702248144,-0.4585384041760121
batch_exploratory_0096,0,exploratory,-12.686258973150501,-13.768630431025516,-1.0823714578750145,3.9403489251657007,0.85652250715383,-3.0838264180118706,1.45,1.3,-0.1499999999999999,1,1,1,-14,-0.8688071053959243,-0.5156139875305289
batch_exploratory_0097,0,exploratory,-18.279551638628558,-18.92610602351371,-0.6465543848851532,2.5102922432047095,0.716606522669764,-1.7936857205349455,1.0333333333333334,1.2833333333333334,0.25,1,0,1,24,0.0,-0.4593220338982652
batch_exploratory_0098,0,exploratory,-11.924993118713827,-13.768630431025516,-1.8436373123116887,4.173782451431157,0.85652250715383,-3.3172599442773265,1.45,1.3,-0.1499999999999999,1,1,1,-14,-1.6298730621386066,-0.5449029873729665
batch_exploratory_0099,0,exploratory,-13.925586154715774,-14.28262062911451,-0.3570344743987359,2.9317645233373266,0.856522503691739,-2.0752420196455876,1.3166666666666667,1.3,-0.016666666666666607,1,0,1,-2,0.0,-0.4346851654215509
batch_exploratory_0100,0,exploratory,-18.735565524018323,-18.955562000661278,-0.21999647664295452,2.9178622986116594,0.7166065235066661,-2.2012557751049933,1.0333333333333334,1.2833333333333334,0.25,1,1,1,24,0.5088575846454804,-0.5798655756867558
batch_exploratory_0101,0,exploratory,-18.01279978940646,-18.63567424590018,-0.6228744564937188,2.1502082244312106,0.716606530028276,-1.4336016944029346,1.0833333333333333,1.2833333333333334,0.20000000000000018,1,0,1,20,0.0,-0.4505870165745719
batch_exploratory_0102,0,exploratory,-11.789683384996732,-13.768630431025516,-1.9789470460287841,3.9406199907726,0.85652250715383,-3.08409748361877,1.45,1.3,-0.1499999999999999,1,1,1,-14,-1.7549165796586048,-0.5202651515151513
