trace_id,seed,pattern_label,baseline_integrated_lufs,constrained_integrated_lufs,delta_integrated_lufs,baseline_lra_lu,constrained_lra_lu,delta_lra_lu,baseline_onset_density_eps,constrained_onset_density_eps,delta_onset_density_eps,tempo_clamped,gain_clamped,accent_clamped,tempo_delta,gain_delta,accent_delta
batch_repetitive_0074,0,repetitive,-12.05331590963467,-11.9775818813785,0.0757340282561696,3.95137895392984,3.1641709976609533,-0.7872079562688867,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.13010501750294667
batch_repetitive_0075,0,repetitive,-12.1751669436153,-12.11459541006943,0.06057153354587008,3.7967377288278747,3.155251644984398,-0.6414860838434766,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.1060606060606103
batch_repetitive_0076,0,repetitive,-11.825199870390794,-11.755098616073651,0.07010125431714265,3.8180429923038517,3.1588495625316586,-0.6591934297721931,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.10996240601505503
batch_repetitive_0077,0,repetitive,-17.7714884191114,-17.899855860390986,-0.1283674412795861,2.3944424587860524,1.9956975023500725,-0.39874495643597996,0.8833333333333333,1.0,0.1166666666666667,1,0,1,14,0.0,-0.06495575221238425
batch_repetitive_0078,0,repetitive,-17.715277591634464,-17.853088228339974,-0.13781063670550964,2.1708400857268657,1.9954498603831254,-0.17539022534374027,0.9666666666666667,1.0,0.033333333333333326,1,0,1,6,0.0,-0.0686719636776576
batch_repetitive_0079,0,repetitive,-13.486136524237878,-13.489362269758047,-0.0032257455201687435,3.3895526595590617,3.1585660214058198,-0.23098663815324194,1.15,1.0833333333333333,-0.06666666666666665,1,0,1,-4,0.0,-0.07056451612903902
batch_repetitive_0080,0,repetitive,-13.025145922253564,-12.94859167838389,0.07655424386967447,3.670942324886326,3.161410917867144,-0.5095314070191819,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.09865805168985609
batch_repetitive_0081,0,repetitive,-12.220145898686738,-12.158826048810536,0.061319849876202426,4.010204832957971,3.154556747526698,-0.8556480854312731,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.14912280701753722
batch_repetitive_0082,0,repetitive,-12.632515599319433,-12.554721221016031,0.07779437830340186,3.7373218764445717,3.163624937495502,-0.5736969389490696,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.10378912685337449
batch_repetitive_0083,0,repetitive,-17.435251163655902,-17.503053842315627,-0.06780267865972434,2.294024881144651,2.0075093812878215,-0.28651549985682934,0.9833333333333333,1.0,0.01666666666666672,1,0,1,2,0.0,-0.07701375245579034
